product_id,product_name,inspector_notes,return_reason,classification
60,Polo Ralph Lauren Classic Fit Polo Shirt,Potential restock situation. Different style preferred.,Different style preferred,restock
54,Champion Powerblend Fleece Hoodie,Unclear if refurbish or other. Minor button issue.,Minor button issue,refurbish
21,Tomtoc 360 Protective Laptop Bag,Returned due to: Size chart was incorrect.,Size chart was incorrect,restock
99,Allbirds Tree Runners Casual Shoes,May require recycle. Extreme weather damage.,Extreme weather damage,recycle
86,Montblanc Meisterstück 6CC Wallet,Flagged: Family member disapproval.,Family member disapproval,restock
36,Fractal Design Define 7 PC Case,Notes: Fit not as expected.,Fit not as expected,restock
72,Canada Goose Expedition Parka Coat,Initial check: Slight discoloration.,Slight discoloration,refurbish
32,Samsung 980 PRO 2TB NVMe SSD,Assessment: Style doesn't match.,Style doesn't match,restock
21,Tomtoc 360 Protective Laptop Bag,Flagged: Product arrived late.,Product arrived late,recycle
32,Samsung 980 PRO 2TB NVMe SSD,Potential refurbish situation. Minor warping.,Minor warping,refurbish
16,Amazon Basics High-Speed HDMI Cable,Observed: Minor button issue.,Minor button issue,refurbish
41,J Channel Cable Management Raceway,Flagged: Obvious usage marks.,Obvious usage marks,recycle
69,Lululemon Align High-Rise Leggings,Initial check: Small chip.,Small chip,refurbish
49,Fitbit Charge 5 Advanced Fitness Tracker,Possible issue: Minor alignment issue.,Minor alignment issue,refurbish
35,Noctua NH-D15 CPU Cooler,Observed: Duplicate order.,Duplicate order,restock
55,Adidas Ultraboost 22 Running Sneakers,Customer reported: Ordered wrong quantity.,Ordered wrong quantity,restock
1,Sony WH-1000XM4 Wireless Bluetooth Headphones,Inspected: Torn beyond repair. Needs further review.,Torn beyond repair,recycle
51,Epson Home Cinema 2150 Wireless Projector,May require restock. Family member disapproval.,Family member disapproval,restock
75,The North Face Etip Recycled Gloves,Uncertain: small puncture.,small puncture,refurbish
52,Hanes Beefy-T 100% Cotton T-Shirt,Possible overlap with other categories. small hole.,small hole,refurbish
51,Epson Home Cinema 2150 Wireless Projector,Observed: Box opened but item unused.,Box opened but item unused,refurbish
43,CyberPower CP1500PFCLCD UPS Battery,Flagged: Structural failure.,Structural failure,recycle
26,Govee Immersion WiFi LED Strip Lights,Initial check: slight wear on edges.,slight wear on edges,restock
85,Hermès Birkin 30 Togo Leather Handbag,Potential recycle situation. Major impact damage.,Major impact damage,recycle
26,Govee Immersion WiFi LED Strip Lights,Returned due to: Significant fading.,Significant fading,refurbish
52,Hanes Beefy-T 100% Cotton T-Shirt,Assessment: Loose thread.,Loose thread,refurbish
36,Fractal Design Define 7 PC Case,Reported: Cosmetic imperfection.,Cosmetic imperfection,refurbish
21,Tomtoc 360 Protective Laptop Bag,Returned due to: small stain.,small stain,restock
5,Logitech MX Master 3S Wireless Mouse,Uncertain: Slight color fading.,Slight color fading,refurbish
69,Lululemon Align High-Rise Leggings,Possible overlap with other categories. Slight stretching.,Slight stretching,refurbish
64,J.Crew Ludlow Slim-Fit Suit Blazer,See attached: Minor alignment issue.,Minor alignment issue,refurbish
9,JBL Flip 6 Portable Bluetooth Speaker,See attached: Material feel different.,Material feel different,restock
95,Patagonia Houdini Windbreaker,Assessment: Cosmetic imperfection (customer unclear).,Cosmetic imperfection (customer unclear),refurbish
58,Nike Air Max 270 Running Shoes,Possible restock case. Fit not as expected.,Fit not as expected,restock
81,Hugo Boss Huge6/Genius5 Slim Fit Suit,Inspected: Extreme weather damage. Needs further review.,Extreme weather damage,recycle
4,Rain Design mStand Laptop Stand,Possible overlap with other categories. Structural failure (customer unclear).,Structural failure (customer unclear),recycle
61,Patagonia Baggies 5-inch Shorts,Observed: cosmetic imperfection.,cosmetic imperfection,refurbish
66,Zara High-Waisted Mini Skirt,Assessment: Occasion cancelled.,Occasion cancelled,restock
64,J.Crew Ludlow Slim-Fit Suit Blazer,Customer reported: Significant fading.,Significant fading,restock
44,Netgear ProSAFE 16-Port Gigabit Switch,Flagged: Cosmetic imperfection.,Cosmetic imperfection,refurbish
44,Netgear ProSAFE 16-Port Gigabit Switch,Uncertain: Minor scuff mark.,Minor scuff mark,refurbish
93,Alo Yoga 7/8 High-Waist Leggings,Potential recycle situation. Chemical damage.,Chemical damage,recycle
25,Amazon Echo Dot 5th Gen Smart Home Hub,Possible restock case. Received as gift.,Received as gift,restock
57,Dockers Alpha Khaki Slim Tapered Pants,Possible recycle case. fire damage.,fire damage,recycle
61,Patagonia Baggies 5-inch Shorts,Uncertain: Major impact damage.,Major impact damage,recycle
40,Logitech Harmony Elite Universal Remote,Further testing needed: Manufacturing defect.,Manufacturing defect,recycle
1,Sony WH-1000XM4 Wireless Bluetooth Headphones,Customer reported: Severe fading.,Severe fading,recycle
40,Logitech Harmony Elite Universal Remote,Possible restock case. Received as gift.,Received as gift,restock
96,Moncler Genius Down Puffer Jacket,Possible overlap with other categories. Multiple components failed.,Multiple components failed,recycle
80,Lululemon Swiftly Tech Long Sleeve Workout Top,Uncertain: Color not as shown.,Color not as shown,restock
33,NVIDIA GeForce RTX 4080 Graphics Card,Flagged: Wrong size ordered.,Wrong size ordered,restock
80,Lululemon Swiftly Tech Long Sleeve Workout Top,Notes: Minor alignment issue.,Minor alignment issue,refurbish
28,DJI Mini 3 Pro Drone,Customer reported: Electrical short circuit.,Electrical short circuit,recycle
80,Lululemon Swiftly Tech Long Sleeve Workout Top,Visual inspection: Heavy wear.,Heavy wear,refurbish
100,Christian Louboutin So Kate 120mm High Heels,Assessment: Fabric completely deteriorated.,Fabric completely deteriorated,recycle
53,Levi's 511 Slim Fit Denim Jeans,Observed: Wrong size ordered.,Wrong size ordered,recycle
16,Amazon Basics High-Speed HDMI Cable,Visual inspection: Minor zipper issue (customer unclear).,Minor zipper issue (customer unclear),refurbish
7,Anker PowerPort III 65W Phone Charger,Reported: Obvious usage marks.,Obvious usage marks,recycle
90,Chanel No. 5 Eau de Parfum,Possible overlap with other categories. Motor failure.,Motor failure,recycle
84,Patagonia Black Hole 25L Backpack,Initial check: Severe fading.,Severe fading,recycle
37,Samsung 65-inch Neo QLED 4K Smart TV,Possible restock case. Received as gift.,Received as gift,restock
13,Logitech C920s HD Pro Webcam,Observed: Received as gift.,Received as gift,restock
58,Nike Air Max 270 Running Shoes,Reported: Torn beyond repair.,Torn beyond repair,recycle
34,ASUS ROG Strix Z790-E Gaming Motherboard,Possible issue: Completely broken.,Completely broken,restock
81,Hugo Boss Huge6/Genius5 Slim Fit Suit,Possible issue: Major scratch.,Major scratch,refurbish
6,Corsair K95 RGB Platinum Keyboard,Returned due to: Minor button issue.,Minor button issue,refurbish
8,ZAGG InvisibleShield iPad Screen Protector,Uncertain: Fire damage.,Fire damage,recycle
6,Corsair K95 RGB Platinum Keyboard,Unclear if recycle or other. Severe water damage.,Severe water damage,recycle
49,Fitbit Charge 5 Advanced Fitness Tracker,Potential refurbish situation. Major impact damage.,Major impact damage,refurbish
67,Reformation Silk Midi Dress,Possible overlap with other categories. Minor scuff mark.,Minor scuff mark,refurbish
70,Uniqlo Heattech Cotton Tank Top,Further testing needed: minor scuff mark.,minor scuff mark,refurbish
42,APC Back-UPS Pro 1500VA Surge Protector,Returned due to: Color not as shown.,Color not as shown,restock
99,Allbirds Tree Runners Casual Shoes,Customer notes: Severe corrosion.,Severe corrosion,restock
2,Apple iPhone 15 Pro Silicone Case,See attached: Wrong size ordered.,Wrong size ordered,restock
10,Apple Watch Series 9 45mm GPS,Possible overlap with other categories. Structural failure (customer unclear).,Structural failure (customer unclear),restock
92,Lululemon Align High-Rise Pant Activewear,Returned due to: Obvious usage marks (customer unclear).,Obvious usage marks (customer unclear),refurbish
57,Dockers Alpha Khaki Slim Tapered Pants,Customer reported: No longer needed.,No longer needed,restock
73,Acne Studios Oversized Wool Scarf,Possible issue: Changed mind.,Changed mind,restock
25,Amazon Echo Dot 5th Gen Smart Home Hub,May require refurbish. Minor dent.,Minor dent,refurbish
20,Amazon Basics RJ45 Cat-6 Ethernet Cable,Customer notes: Style doesn't match.,Style doesn't match,restock
98,Zimmermann Silk Maxi Formal Dress,Observed: Obvious usage marks.,Obvious usage marks,restock
96,Moncler Genius Down Puffer Jacket,Unclear if refurbish or other. Slight discoloration.,Slight discoloration,refurbish
68,Birkenstock Arizona Soft Footbed Sandals,Potential restock situation. size chart was incorrect.,size chart was incorrect,restock
11,Anker PowerCore 26800 Power Bank,Flagged: Heavy wear.,Heavy wear,recycle
85,Hermès Birkin 30 Togo Leather Handbag,Observed: Box opened but item unused.,Box opened but item unused,refurbish
79,Patagonia Baggies Swim Shorts,Observed: Minor dent.,Minor dent,refurbish
43,CyberPower CP1500PFCLCD UPS Battery,Uncertain: No longer needed.,No longer needed,refurbish
45,TP-Link RE650 AC2600 Wi-Fi Extender,Further testing needed: Major scratch.,Major scratch,refurbish
15,VIVO Dual Monitor Stand,Initial check: Slight discoloration.,Slight discoloration,refurbish
31,Corsair Vengeance LPX 32GB DDR4 RAM,Initial check: Budget constraints.,Budget constraints,restock
25,Amazon Echo Dot 5th Gen Smart Home Hub,Uncertain: Permanent staining.,Permanent staining,recycle
87,Ray-Ban Aviator Classic Sunglasses,Inspected: Cosmetic imperfection. Needs further review.,Cosmetic imperfection,recycle
21,Tomtoc 360 Protective Laptop Bag,Uncertain: Irreparable damage.,Irreparable damage,recycle
4,Rain Design mStand Laptop Stand,May require refurbish. Minor functionality issue.,Minor functionality issue,refurbish
99,Allbirds Tree Runners Casual Shoes,Unclear if restock or other. Minor functionality issue.,Minor functionality issue,restock
43,CyberPower CP1500PFCLCD UPS Battery,Observed: Minor warping.,Minor warping,refurbish
19,SanDisk Ultra 128GB MicroSD Card,See attached: Changed mind.,Changed mind,restock
82,Hermès H-pattern Silk Tie,May require restock. Ordered wrong quantity.,Ordered wrong quantity,restock
79,Patagonia Baggies Swim Shorts,Potential restock situation. Material feel different.,Material feel different,restock
31,Corsair Vengeance LPX 32GB DDR4 RAM,Further testing needed: seasonal preference change.,seasonal preference change,restock
64,J.Crew Ludlow Slim-Fit Suit Blazer,Observed: Seasonal preference change.,Seasonal preference change,refurbish
9,JBL Flip 6 Portable Bluetooth Speaker,Inspected: Irreparable damage. Needs further review.,Irreparable damage,recycle
37,Samsung 65-inch Neo QLED 4K Smart TV,Possible overlap with other categories. Family member disapproval.,Family member disapproval,restock
15,VIVO Dual Monitor Stand,Customer notes: Size chart was incorrect.,Size chart was incorrect,restock
62,Champion Powerblend Fleece Sweatpants,Possible overlap with other categories. did not like the product.,did not like the product,restock
25,Amazon Echo Dot 5th Gen Smart Home Hub,Possible issue: Overheating damage.,Overheating damage,recycle
93,Alo Yoga 7/8 High-Waist Leggings,Reported: Product arrived late.,Product arrived late,restock
71,L.L.Bean Fisherman Knit Cardigan,Reported: family member disapproval.,family member disapproval,restock
36,Fractal Design Define 7 PC Case,Possible overlap with other categories. Occasion cancelled.,Occasion cancelled,restock
73,Acne Studios Oversized Wool Scarf,Customer notes: Did not like the product.,Did not like the product,restock
22,Belkin MagSafe Car Phone Mount,Uncertain: Fit not as expected.,Fit not as expected,recycle
16,Amazon Basics High-Speed HDMI Cable,Customer notes: Significant fading.,Significant fading,restock
88,Rolex Submariner Date 41mm Watch,Possible restock case. Occasion cancelled.,Occasion cancelled,restock
55,Adidas Ultraboost 22 Running Sneakers,Assessment: Noticeable dent.,Noticeable dent,refurbish
97,Patagonia Torrentshell 3L Raincoat,See attached: Manufacturing defect.,Manufacturing defect,recycle
83,Gucci GG Marmont Leather Belt,Possible recycle case. Seasonal preference change.,Seasonal preference change,recycle
66,Zara High-Waisted Mini Skirt,Reported: Style doesn't match.,Style doesn't match,recycle
57,Dockers Alpha Khaki Slim Tapered Pants,Initial check: Style doesn't match.,Style doesn't match,restock
28,DJI Mini 3 Pro Drone,Uncertain: No longer needed.,No longer needed,restock
66,Zara High-Waisted Mini Skirt,Customer reported: Changed mind.,Changed mind,restock
38,Roku Ultra 4K HDR Streaming Device,Potential restock situation. Obvious repair needed.,Obvious repair needed,restock
42,APC Back-UPS Pro 1500VA Surge Protector,Uncertain: Did not like the product.,Did not like the product,restock
9,JBL Flip 6 Portable Bluetooth Speaker,Customer notes: Significant fading.,Significant fading,recycle
86,Montblanc Meisterstück 6CC Wallet,Inspected: Product arrived late. Needs further review.,Product arrived late,restock
24,Bose QuietComfort 45 Noise Cancelling Headphones,Customer reported: Better price found.,Better price found,restock
11,Anker PowerCore 26800 Power Bank,Inspected: Small scratch. Needs further review.,Small scratch,refurbish
54,Champion Powerblend Fleece Hoodie,Visual inspection: Seasonal preference change.,Seasonal preference change,restock
80,Lululemon Swiftly Tech Long Sleeve Workout Top,Notes: Size chart was incorrect.,Size chart was incorrect,restock
48,August Wi-Fi Smart Lock Pro,Returned due to: Ordered wrong quantity.,Ordered wrong quantity,restock
21,Tomtoc 360 Protective Laptop Bag,Assessment: Severe water damage.,Severe water damage,recycle
29,Meta Quest 3 128GB VR Headset,Inspected: Noticeable dent (customer unclear). Needs further review.,Noticeable dent (customer unclear),restock
62,Champion Powerblend Fleece Sweatpants,Possible restock case. Changed mind.,Changed mind,restock
99,Allbirds Tree Runners Casual Shoes,May require recycle. Motor failure.,Motor failure,recycle
93,Alo Yoga 7/8 High-Waist Leggings,Possible issue: Small fabric pull.,Small fabric pull,refurbish
28,DJI Mini 3 Pro Drone,Inspected: Slight discoloration. Needs further review.,Slight discoloration,refurbish
48,August Wi-Fi Smart Lock Pro,Observed: Small puncture.,Small puncture,refurbish
73,Acne Studios Oversized Wool Scarf,Assessment: Motor failure (customer unclear).,Motor failure (customer unclear),refurbish
79,Patagonia Baggies Swim Shorts,Further testing needed: Gift return.,Gift return,restock
74,Patagonia P-6 Logo Trucker Hat,Uncertain: Minor zipper issue.,Minor zipper issue,recycle
70,Uniqlo Heattech Cotton Tank Top,Initial check: Torn beyond repair.,Torn beyond repair,recycle
88,Rolex Submariner Date 41mm Watch,Initial check: Did not like the product.,Did not like the product,restock
55,Adidas Ultraboost 22 Running Sneakers,Uncertain: Minor cosmetic damage.,Minor cosmetic damage,refurbish
76,Smartwool PhD Outdoor Light Crew Socks,Inspected: Light usage wear. Needs further review.,Light usage wear,refurbish
26,Govee Immersion WiFi LED Strip Lights,Assessment: Wrong size ordered.,Wrong size ordered,restock
3,Anker PowerLine III USB-C Cable,Uncertain: duplicate order.,duplicate order,restock
52,Hanes Beefy-T 100% Cotton T-Shirt,Potential refurbish situation. minor alignment issue.,minor alignment issue,refurbish
41,J Channel Cable Management Raceway,Reported: Received as gift.,Received as gift,restock
6,Corsair K95 RGB Platinum Keyboard,Initial check: Ordered wrong quantity.,Ordered wrong quantity,restock
97,Patagonia Torrentshell 3L Raincoat,Possible overlap with other categories. Light usage wear.,Light usage wear,refurbish
8,ZAGG InvisibleShield iPad Screen Protector,Assessment: product arrived late.,product arrived late,restock
27,Ring Stick Up Cam Battery Security Camera,Visual inspection: Major structural damage.,Major structural damage,recycle
38,Roku Ultra 4K HDR Streaming Device,Customer notes: Color not as shown.,Color not as shown,restock
97,Patagonia Torrentshell 3L Raincoat,Customer reported: Unwanted purchase.,Unwanted purchase,restock
5,Logitech MX Master 3S Wireless Mouse,See attached: Major scratch.,Major scratch,restock
76,Smartwool PhD Outdoor Light Crew Socks,Uncertain: Slight wear on edges.,Slight wear on edges,refurbish
97,Patagonia Torrentshell 3L Raincoat,Initial check: seasonal preference change.,seasonal preference change,restock
100,Christian Louboutin So Kate 120mm High Heels,Notes: Fit not as expected.,Fit not as expected,restock
66,Zara High-Waisted Mini Skirt,Initial check: Small hole.,Small hole,recycle
63,Timberland 6-Inch Premium Waterproof Boots,Unclear if recycle or other. Extreme weather damage.,Extreme weather damage,recycle
100,Christian Louboutin So Kate 120mm High Heels,See attached: Slight wear on edges.,Slight wear on edges,refurbish
75,The North Face Etip Recycled Gloves,Initial check: Small fabric pull.,Small fabric pull,refurbish
41,J Channel Cable Management Raceway,Customer notes: Hazardous material exposure.,Hazardous material exposure,recycle
97,Patagonia Torrentshell 3L Raincoat,Reported: Different style preferred.,Different style preferred,restock
10,Apple Watch Series 9 45mm GPS,See attached: Obvious usage marks.,Obvious usage marks,refurbish
31,Corsair Vengeance LPX 32GB DDR4 RAM,Notes: Budget constraints.,Budget constraints,restock
23,Belkin BoostCharge Pro 15W Wireless Charger,Further testing needed: Extensive wear and tear.,Extensive wear and tear,recycle
22,Belkin MagSafe Car Phone Mount,Inspected: Chemical damage. Needs further review.,Chemical damage,recycle
95,Patagonia Houdini Windbreaker,Possible issue: Extreme weather damage.,Extreme weather damage,recycle
51,Epson Home Cinema 2150 Wireless Projector,Customer notes: Seasonal preference change.,Seasonal preference change,restock
78,Eberjey Gisele Long PJ Set,Visual inspction: Changed mind.,Changed mind,restock
49,Fitbit Charge 5 Advanced Fitness Tracker,Possible overlap with other categories. Budget constraints.,Budget constraints,restock
54,Champion Powerblend Fleece Hoodie,Uncertain: Obvious usage marks.,Obvious usage marks,refurbish
63,Timberland 6-Inch Premium Waterproof Boots,Unclear if refurbish or other. Small scratch.,Small scratch,refurbish
48,August Wi-Fi Smart Lock Pro,Initial check: Torn beyond repair.,Torn beyond repair,recycle
17,ASUS AX6000 WiFi 6 Router,Inspected: Significant fading. Needs further review.,Significant fading,refurbish
81,Hugo Boss Huge6/Genius5 Slim Fit Suit,May require refurbish. Light usage wear.,Light usage wear,refurbish
54,Champion Powerblend Fleece Hoodie,Potential restock situation. Occasion cancelled (customer unclear).,Occasion cancelled (customer unclear),restock
16,Amazon Basics High-Speed HDMI Cable,Inspected: Obvious usage marks. Needs further review.,Obvious usage marks,refurbish
90,Chanel No. 5 Eau de Parfum,See attached: Fire damage.,Fire damage,recycle
87,Ray-Ban Aviator Classic Sunglasses,Visual inspection: Family member disapproval.,Family member disapproval,restock
89,Tiffany & Co. T Smile Necklace,Uncertain: Cosmetic imperfection.,Cosmetic imperfection,restock
61,Patagonia Baggies 5-inch Shorts,Inspected: Material feel different. Needs further review.,Material feel different,restock
74,Patagonia P-6 Logo Trucker Hat,Further testing needed: Obvious usage marks.,Obvious usage marks,refurbish
53,Levi's 511 Slim Fit Denim Jeans,Uncertain: major scratch.,major scratch,restock
6,Corsair K95 RGB Platinum Keyboard,Further testing needed: Structural failure.,Structural failure,recycle
84,Patagonia Black Hole 25L Backpack,Possible issue: Better price found.,Better price found,restock
83,Gucci GG Marmont Leather Belt,May require recycle. loose thread (customer unclear).,loose thread (customer unclear),recycle
12,Microsoft Xbox Wireless Controller,Observed: Family member disapproval.,Family member disapproval,restock
84,Patagonia Black Hole 25L Backpack,Further testing needed: Received as gift.,Received as gift,restock
46,Ring Video Doorbell Pro 2 Smart Doorbell,Inspected: product arrived late. Needs further review.,product arrived late,restock
78,Eberjey Gisele Long PJ Set,Unclear if refurbish or other. Slight color fading.,Slight color fading,refurbish
55,Adidas Ultraboost 22 Running Sneakers,Visual inspection: Major structural damage.,Major structural damage,recycle
3,Anker PowerLine III USB-C Cable,Observed: Torn beyond repair.,Torn beyond repair,refurbish
92,Lululemon Align High-Rise Pant Activewear,Notes: Cracked screen.,Cracked screen,recycle
11,Anker PowerCore 26800 Power Bank,Notes: small fabric pull.,small fabric pull,refurbish
79,Patagonia Baggies Swim Shorts,Potential recycle situation. Extensive wear and tear.,Extensive wear and tear,recycle
59,Patagonia Better Sweater Fleece Jacket,Possible restock case. Ordered wrong quantity (customer unclear).,Ordered wrong quantity (customer unclear),restock
47,Nest Learning Thermostat 4th Gen,Visual inspection: Fit not as expected.,Fit not as expected,restock
40,Logitech Harmony Elite Universal Remote,Notes: Ordered wrong quantity.,Ordered wrong quantity,restock
24,Bose QuietComfort 45 Noise Cancelling Headphones,Assessment: Extreme weather damage.,Extreme weather damage,recycle
93,Alo Yoga 7/8 High-Waist Leggings,Flagged: Chemical damage.,Chemical damage,recycle
6,Corsair K95 RGB Platinum Keyboard,Inspected: Seasonal preference change. Needs further review.,Seasonal preference change,restock
95,Patagonia Houdini Windbreaker,Visual inspection: major scratch.,major scratch,refurbish
24,Bose QuietComfort 45 Noise Cancelling Headphones,Flagged: Wrong size ordered.,Wrong size ordered,restock
32,Samsung 980 PRO 2TB NVMe SSD,Initial check: Material feel different.,Material feel different,refurbish
19,SanDisk Ultra 128GB MicroSD Card,Visual inspection: Cracked screen.,Cracked screen,restock
5,Logitech MX Master 3S Wireless Mouse,Initial check: Loose thread (customer unclear).,Loose thread (customer unclear),refurbish
62,Champion Powerblend Fleece Sweatpants,May require refurbish. Slight stretching.,Slight stretching,refurbish
63,Timberland 6-Inch Premium Waterproof Boots,Inspected: Battery leak. Needs further review.,Battery leak,recycle
28,DJI Mini 3 Pro Drone,Potential restock situation. Obvious repair needed.,Obvious repair needed,restock
21,Tomtoc 360 Protective Laptop Bag,Returned due to: Slight discoloration.,Slight discoloration,refurbish
71,L.L.Bean Fisherman Knit Cardigan,Unclear if refurbish or other. Small stain.,Small stain,refurbish
13,Logitech C920s HD Pro Webcam,Returned due to: Material feel different.,Material feel different,restock
88,Rolex Submariner Date 41mm Watch,Possible issue: obvious repair needed.,obvious repair needed,refurbish
33,NVIDIA GeForce RTX 4080 Graphics Card,Observed: Minor dent.,Minor dent,refurbish
74,Patagonia P-6 Logo Trucker Hat,Visual inspection: Did not like the product.,Did not like the product,restock
97,Patagonia Torrentshell 3L Raincoat,May require restock. Style doesn't match.,Style doesn't match,restock
61,Patagonia Baggies 5-inch Shorts,Inspected: Noticeable dent. Needs further review.,Noticeable dent,recycle
14,Blue Yeti USB Microphone,See attached: Motor failure.,Motor failure,recycle
7,Anker PowerPort III 65W Phone Charger,Customer reported: Loose thread.,Loose thread,refurbish
39,Sonos Beam Gen 2 Smart Sound Bar,Possible refurbish case. Minor functionality issue.,Minor functionality issue,refurbish
88,Rolex Submariner Date 41mm Watch,Flagged: Changed mind.,Changed mind,restock
55,Adidas Ultraboost 22 Running Sneakers,Inspected: Major structural damage. Needs further review.,Major structural damage,recycle
63,Timberland 6-Inch Premium Waterproof Boots,Initial check: Slight wear on edges.,Slight wear on edges,refurbish
62,Champion Powerblend Fleece Sweatpants,Uncertain: Noticeable dent.,Noticeable dent,recycle
6,Corsair K95 RGB Platinum Keyboard,Assessment: Product arrived late.,Product arrived late,restock
85,Hermès Birkin 30 Togo Leather Handbag,Uncertain: Product arrived late.,Product arrived late,restock
70,Uniqlo Heattech Cotton Tank Top,Observed: Obvious repair needed.,Obvious repair needed,recycle
83,Gucci GG Marmont Leather Belt,Possible overlap with other categories. Severe corrosion.,Severe corrosion,recycle
85,Hermès Birkin 30 Togo Leather Handbag,Observed: Fit not as expected.,Fit not as expected,restock
75,The North Face Etip Recycled Gloves,Potential refurbish situation. Small hole.,Small hole,refurbish
27,Ring Stick Up Cam Battery Security Camera,Reported: Changed mind.,Changed mind,restock
60,Polo Ralph Lauren Classic Fit Polo Shirt,Possible issue: Cosmetic imperfection (customer unclear).,Cosmetic imperfection (customer unclear),refurbish
68,Birkenstock Arizona Soft Footbed Sandals,Inspected: Duplicate order. Needs further review.,Duplicate order,restock
87,Ray-Ban Aviator Classic Sunglasses,Possible issue: size chart was incorrect.,size chart was incorrect,restock
87,Ray-Ban Aviator Classic Sunglasses,Notes: Slight color fading.,Slight color fading,recycle
21,Tomtoc 360 Protective Laptop Bag,Initial check: Heavy wear.,Heavy wear,refurbish
35,Noctua NH-D15 CPU Cooler,Unclear if refurbish or other. Major scratch.,Major scratch,refurbish
42,APC Back-UPS Pro 1500VA Surge Protector,Possible recycle case. Electrical short circuit.,Electrical short circuit,recycle
36,Fractal Design Define 7 PC Case,Visual inspection: Noticeable dent.,Noticeable dent,recycle
52,Hanes Beefy-T 100% Cotton T-Shirt,Returned due to: Electrical short circuit.,Electrical short circuit,restock
56,Brooks Brothers Non-Iron Dress Shirt,Initial check: Budget constraints.,Budget constraints,restock
18,Seagate Backup Plus 4TB External Hard Drive,Customer reported: Obvious repair needed (customer unclear).,Obvious repair needed (customer unclear),refurbish
72,Canada Goose Expedition Parka Coat,Possible issue: Changed mind.,Changed mind,restock
79,Patagonia Baggies Swim Shorts,Possible issue: Minor alignment issue (customer unclear).,Minor alignment issue (customer unclear),refurbish
8,ZAGG InvisibleShield iPad Screen Protector,Initial check: Slight stretching.,Slight stretching,refurbish
49,Fitbit Charge 5 Advanced Fitness Tracker,Notes: Small stain.,Small stain,refurbish
31,Corsair Vengeance LPX 32GB DDR4 RAM,Uncertain: Different style preferred.,Different style preferred,restock
42,APC Back-UPS Pro 1500VA Surge Protector,Assessment: significant fading.,significant fading,recycle
11,Anker PowerCore 26800 Power Bank,Uncertain: minor scuff mark.,minor scuff mark,refurbish
37,Samsung 65-inch Neo QLED 4K Smart TV,Customer notes: Structural failure.,Structural failure,restock
94,Lululemon Energy Bra High Support Sports Bra,Possible refurbish case. Minor cosmetic damage.,Minor cosmetic damage,refurbish
97,Patagonia Torrentshell 3L Raincoat,Inspected: Occasion cancelled. Needs further review.,Occasion cancelled,restock
14,Blue Yeti USB Microphone,Uncertain: Received as gift.,Received as gift,refurbish
42,APC Back-UPS Pro 1500VA Surge Protector,Notes: Completely broken.,Completely broken,recycle
3,Anker PowerLine III USB-C Cable,Possible refurbish case. Adhesive residue.,Adhesive residue,refurbish
3,Anker PowerLine III USB-C Cable,Unclear if recycle or other. Multiple components failed.,Multiple components failed,recycle
82,Hermès H-pattern Silk Tie,Visual inspection: Severe fading.,Severe fading,recycle
45,TP-Link RE650 AC2600 Wi-Fi Extender,Unclear if recycle or other. Structural failure.,Structural failure,recycle
26,Govee Immersion WiFi LED Strip Lights,Inspected: Style doesn't match. Needs further review.,Style doesn't match,restock
2,Apple iPhone 15 Pro Silicone Case,Flagged: Small fabric pull.,Small fabric pull,refurbish
14,Blue Yeti USB Microphone,Potential restock situation. Gift return.,Gift return,restock
3,Anker PowerLine III USB-C Cable,Visual inspection: Safety hazard.,Safety hazard,recycle
22,Belkin MagSafe Car Phone Mount,Further testing needed: style doesn't match.,style doesn't match,restock
86,Montblanc Meisterstück 6CC Wallet,Possible recycle case. Budget constraints.,Budget constraints,recycle
85,Hermès Birkin 30 Togo Leather Handbag,Possible restock case. Fit not as expected.,Fit not as expected,restock
41,J Channel Cable Management Raceway,Flagged: Size chart was incorrect.,Size chart was incorrect,restock
89,Tiffany & Co. T Smile Necklace,Uncertain: Material feel different.,Material feel different,restock
29,Meta Quest 3 128GB VR Headset,Customer notes: Noticeable dent.,Noticeable dent,recycle
11,Anker PowerCore 26800 Power Bank,Observed: Duplicate order.,Duplicate order,restock
9,JBL Flip 6 Portable Bluetooth Speaker,Visual inspection: Did not like the product.,Did not like the product,restock
42,APC Back-UPS Pro 1500VA Surge Protector,Possible issue: Unwanted purchase.,Unwanted purchase,restock
25,Amazon Echo Dot 5th Gen Smart Home Hub,Inspected: Obvious repair needed (customer unclear). Needs further revue.,Obvious repair needed (customer unclear),refurbish
63,Timberland 6-Inch Premium Waterproof Boots,Customer notes: Light usage wear.,Light usage wear,refurbish
38,Roku Ultra 4K HDR Streaming Device,Possible issue: Wrong size ordered (customer unclear).,Wrong size ordered (customer unclear),restock
89,Tiffany & Co. T Smile Necklace,Uncertain: Family member disapproval.,Family member disapproval,restock
65,Patagonia Better Sweater Fleece Sweater,Possible issue: Duplicate order.,Duplicate order,restock
62,Champion Powerblend Fleece Sweatpants,Assessment: Obvious usage marks.,Obvious usage marks,restock
13,Logitech C920s HD Pro Webcam,Unclear if recycle or other. Hazardous material exposure.,Hazardous material exposure,recycle
50,Amazon Kindle Paperwhite 11th Gen E-Reader,Customer notes: Product arrived late.,Product arrived late,restock
84,Patagonia Black Hole 25L Backpack,May require restock. Material feel different.,Material feel different,restock
84,Patagonia Black Hole 25L Backpack,Unclear if restock or other. Fit not as expected.,Fit not as expected,restock
